TestId,ID,Date,Time,Name,Segment,Position,Type,Excluded,Tags,System Weight,Jump Height,Jump Momentum,Countermovement Depth,Braking RFD,Stiffness,Force at Min Displacement,Avg. Braking Force,Avg. Relative Braking Force,Peak Braking Force,Peak Relative Braking Force,Avg. Propulsive Force,Avg. Relative Propulsive Force,Peak Propulsive Force,Peak Relative Propulsive Force,Unweighting Phase,Unweighting Phase %,Braking Phase,Braking Phase %,Propulsive Phase,Propulsive Phase %,Flight Time,Time To Takeoff,Braking Net Impulse,Propulsive Net Impulse,Positive Impulse,Positive Net Impulse,Impulse Ratio,Avg. Braking Velocity,Avg. Propulsive Velocity,Takeoff Velocity,Peak Velocity,Avg. Braking Power,Avg. Relative Braking Power,Peak Braking Power,Peak Relative Braking Power,Avg. Propulsive Power,Avg. Relative Propulsive Power,Peak Relative Propulsive Power,Peak Propulsive Power,L|R Peak Braking Force,Left Force at Peak Braking Force,Right Force at Peak Braking Force,L|R Avg. Braking Force,Left Avg. Braking Force,Right Avg. Braking Force,L|R Peak Propulsive Force,Left Force at Peak Propulsive Force,Right Force at Peak Propulsive Force,L|R Avg. Propulsive Force,Left Avg. Propulsive Force,Right Avg. Propulsive Force,L|R Avg. Braking RFD,Left Avg. Braking RFD,Right Avg. Braking RFD,L|R Braking Impulse Index,L|R Propulsive Impulse Index,Time to Stabilization,Landing Stiffness,Peak Landing Force,Avg. Landing Force,Relative Peak Landing Force,L|R Peak Landing Force,Left Force at Peak Landing Force,Right Force at Peak Landing Force,L|R Avg. Landing Force,Left Avg. Landing Force,Right Avg. Landing Force,L|R Landing Impulse Index,RSI,mRSI,Braking Impulse,Relative Braking Impulse,Relative Braking Net Impulse,Propulsive Impulse,Relative Propulsive Impulse,Relative Propulsive Net Impulse
cA5rIq4cmNwKMNewQ1qn,,8/25/21,10:38:59,x,,,Countermovement Jump,,,785.1211,0.5227,256.3121,-0.3038,8951.6129,-6234.0941,1894,1289.7581,164.275,1886,240.2177,1916.37,244.0859,2204,280.721,0.964,73.308,0.124,9.4297,0.227,17.2624,0.644,1.315,62.0251,256.6081,592.6405,318.6332,4.1372,-0.5409,1.8394,3.2026,3.2782,-622.5442,-7.7786,-783.0257,-9.7838,3257.6526,40.704,71.3733,5712.2006,-9.0138,858,1028,-9.7905,581.7419,708.0161,-2.4501,1075,1129,-3.8868,920.9427,995.4273,-10.0901,4024.1935,4927.4194,-17.8524,-7.446,740,-18038.5351,5794,1129.7554,737.9753,-11.9089,2552,3242,-16.8873,469.4851,660.2703,-28.8859,0.4897,0.3975,158.595,1.9816,0.775,434.0455,5.4233,3.2063
Nh1xLdeBe0fe3uOQLPqp,,8/25/21,10:38:48,x,,,Countermovement Jump,,,784.7197,0.5631,265.8702,-0.0965,7892.4731,-15746.8389,1519,1089.4624,138.8346,1509,192.298,1854.1044,236.276,2194,279.5903,0.571,62.5411,0.093,10.1862,0.249,27.2727,0.627,0.913,27.9788,266.2755,561.059,294.2543,9.5171,-0.249,1.7908,3.3237,3.3969,-249.512,-3.1192,-308.8221,-3.8607,3184.8407,39.8146,75.4807,6037.8393,-10.0066,679,830,-13.7742,469.6989,619.7634,0.0912,1098,1096,-1.6787,911.49,942.6145,-6.812,3677.4194,4215.0538,-24.2641,-3.2651,1030,6067.5827,4977,1024.4602,634.2392,-27.7075,1799,3178,-9.6822,462.635,561.8252,-17.6653,0.6867,0.6167,100.173,1.2523,0.3498,460.886,5.7617,3.3288
haz0MOTYjaRRaOlxI9Kl,,8/25/21,10:38:34,x,,,Countermovement Jump,,,782.5175,0.4803,244.8701,-0.269,5675.6757,-6029.8516,1622,1147.3041,146.617,1615,206.3852,1897.6636,242.5075,2264,289.3226,0.68,64.8855,0.148,14.1221,0.22,20.9924,0.622,1.048,53.5724,245.2737,585.2475,298.8461,4.5784,-0.4765,1.6946,3.0698,3.1414,-496.7131,-6.227,-621.2203,-7.7879,3039.7611,38.1078,70.8319,5650.0711,-13.808,696,919,-16.4622,479.2162,668.0878,-2.7385,1101,1163,-4.5721,905.45,992.2136,-15.9524,2385.1351,3290.5405,-28.307,-8.6994,690,-12866.0993,5532,1146.3928,706.949,-14.1721,2374,3158,9.8114,629.4348,516.958,17.8666,0.5935,0.4583,168.6025,2.1137,0.6716,416.645,5.2233,3.0749
qgiKtNHXbKHba1lWQUdT,,8/25/21,8:40:15,xx,,,Countermovement Jump,,,1036.6306,0.3266,267.4983,-0.3066,5978.1421,-6942.133,2128,1744.2514,168.2616,2138,206.2451,1981.0669,191.1063,2405,232.0016,0.36,43.5308,0.183,22.1282,0.284,34.341,0.508,0.827,128.9492,268.174,879.1565,397.1233,2.0797,-0.7683,1.4484,2.5314,2.6601,-1231.4814,-11.6539,-1688.8852,-15.9825,2698.1733,25.5338,49.2438,5203.6373,1.4032,1084,1054,2.0232,889.7705,854.4809,-2.869,1168,1237,-2.3207,967.5458,1013.5211,1.8282,3043.7158,2934.4262,3.9662,-4.5419,540,-18399.1189,4177,1523.1519,402.9401,-5.2909,1978,2199,-4.6288,726.3241,796.8278,-8.8233,0.6143,0.3949,317.616,3.0057,1.2203,561.5405,5.3141,2.5378
4DCe4Iw4LOlA2bHXdoKt,,8/25/21,8:39:46,xx,,,Countermovement Jump,,,1035.8839,0.3343,270.4505,-0.3294,6455.0265,-6845.5921,2255,1664.6667,160.7001,2260,218.1712,1956.2305,188.8465,2293,221.3569,0.402,45.3725,0.189,21.3318,0.295,33.2957,0.517,0.886,118.2298,271.3946,888.9205,389.6245,2.2955,-0.7846,1.4573,2.5612,2.6753,-1169.8002,-11.0782,-1533.4372,-14.5219,2688.0823,25.4566,48.578,5129.5747,-2.4779,1102,1158,-5.9004,783.2222,881.4444,-0.6542,1139,1154,-0.3625,974.5695,981.661,12.2951,3624.3386,2830.6878,-11.12,-0.7185,810,-26581.208,5349,1369.9086,516.3706,4.6177,2798,2551,29.5355,887.2593,482.6494,45.6087,0.5835,0.3774,312.976,2.9639,1.1197,575.9445,5.4543,2.5702
YurbIecCLhTMq65vBo1W,,8/25/21,8:39:36,xx,,,Countermovement Jump,,,1035.2543,0.347,275.343,-0.3211,5463.5417,-6492.8737,2085,1698.0156,164.0192,2179,210.4797,1986.4227,191.8778,2327,224.7757,0.389,44.6101,0.192,22.0183,0.291,33.3716,0.532,0.872,126.7229,276.7588,901.439,403.4817,2.184,-0.8079,1.4629,2.6091,2.7158,-1241.8952,-11.7681,-1622.7434,-15.377,2753.3891,26.0909,50.0567,5282.5079,1.6062,1107,1072,-1.0978,839.6875,858.3281,-1.2462,1149,1178,2.1,1014.0687,972.354,16.1106,3171.875,2291.6667,-2.1896,4.1036,960,-21271.2321,5019,1325.2458,484.8084,-21.8171,1962,3057,6.199,703.699,621.5469,11.678,0.6101,0.3979,324.4565,3.0745,1.2008,576.9825,5.4674,2.6225
sG90dzLcIJlJVtkyav18,,8/25/21,10:20:27,xxx,,,Countermovement Jump,,,1196.7618,0.2888,290.3951,-0.286,8380.117,-9198.3208,2631,1771.6374,148.0359,2625,219.3419,2303.9163,192.5125,2739,228.8676,0.47,51.9912,0.171,18.9159,0.263,29.0929,0.484,0.904,97.589,291.0459,905.636,388.6349,2.9824,-0.576,1.512,2.3804,2.5262,-921.9149,-7.557,-1120.8414,-9.1877,3129.0266,25.649,44.157,5386.8953,1.3333,1330,1295,1.5369,899.4327,872.2047,1.5699,1391,1348,1.6801,1171.3118,1132.6046,1.0468,4233.9181,4146.1988,3.0285,3.3017,740,-16408.7901,5063,1593.6108,423.0583,-8.1967,2324,2739,6.3293,847.2378,746.373,11.8981,0.5354,0.3195,301.0385,2.4676,0.7999,604.5975,4.956,2.3857
x6DhIjrxSBr6qkqjEIZR,,8/25/21,10:20:10,xxx,,,Countermovement Jump,,,1196.3153,0.2987,295.1874,-0.2664,9236.3636,-10203.5581,2719,1794.6061,150.0111,2714,226.8633,2374.5873,198.4918,2848,238.0643,0.41,49.5768,0.165,19.9516,0.252,30.4716,0.483,0.827,97.9598,296.7449,891.1755,394.7046,3.0293,-0.5958,1.542,2.4206,2.5682,-960.5195,-7.8764,-1136.1036,-9.3163,3268.0682,26.7987,45.7071,5573.916,2.3581,1389,1325,6.0167,951.2909,843.3152,2.0365,1453,1395,1.7176,1207.6865,1166.9008,-4.0682,4430.303,4806.0606,11.3638,3.3709,1050,-26526.0694,6518,1470.261,544.8396,11.8748,3646,2872,9.1386,802.3114,667.9495,16.7472,0.584,0.3611,294.1555,2.4121,0.8033,597.02,4.8957,2.4334
fC6We1WNUFddiscPLVcI,,8/25/21,10:20:00,xxx,,,Countermovement Jump,,,1197.3473,0.2776,284.8205,-0.2624,7957.3171,-9538.8752,2502,1627.0427,135.8873,2493,208.2103,2307.3643,192.7063,2767,231.0942,0.586,58.1349,0.164,16.2698,0.258,25.5952,0.471,1.008,69.8224,286.3137,859.022,356.1361,4.1006,-0.4448,1.499,2.3336,2.5102,-660.0165,-5.4076,-772.784,-6.3315,3088.2406,25.3023,44.9493,5486.232,6.2174,1324,1169,9.7907,893.1707,733.872,2.06,1412,1355,0.7038,1161.8023,1145.562,2.2222,4067.0732,3890.2439,17.8606,1.3855,760,-19619.5448,6119,1572.6382,511.0464,-12.4367,2679,3440,-23.8991,598.3961,974.2421,-38.6062,0.4673,0.2753,264.99,2.1711,0.5721,594.032,4.867,2.3458
9PDjYQdhU8mxCCCT3yop,Isabella,8/25/21,11:04:03,a,,,Countermovement Jump,,,1304.7247,0.2563,298.1927,-0.2304,11821.6561,-13711.8935,3158,2096.7643,160.7055,3147,241.2003,2571.3051,197.0764,3291,252.2371,0.495,55.7432,0.157,17.6802,0.236,26.5766,0.467,0.888,123.4304,298.6262,932.204,422.0566,2.4194,-0.6665,1.5356,2.2421,2.4574,-1240.2983,-9.3256,-1554.2759,-11.6863,3426.0859,25.7601,44.7034,5945.5317,9.1198,1717,1430,6.05,1111.8089,984.9554,7.5661,1770,1521,4.8333,1347.7924,1223.5127,18.4267,7000,4821.6561,11.42,9.2049,840,-98131.8975,9648,1666.0679,739.4663,-2.2803,4714,4934,1.4299,844.9452,821.1226,2.8199,0.5259,0.2885,326.9675,2.4584,0.9281,605.2365,4.5507,2.2453
kbrXbbFm58LGk0Bw8Q2W,,8/25/21,11:03:54,a,,,Countermovement Jump,,,1305.7057,0.223,278.3838,-0.2296,10418.1818,-13181.2401,3026,1953.7818,149.6342,3016,230.9862,2503.735,191.7534,3189,244.2357,0.369,48.0469,0.165,21.4844,0.234,30.4688,0.444,0.768,106.0768,280.1181,904.56,386.1948,2.6407,-0.5875,1.4511,2.0915,2.3191,-1033.7702,-7.7669,-1227.7477,-9.2243,3144.592,23.6259,41.8588,5571.3816,3.7135,1564,1452,4.8242,1024.0182,929.7636,3.2926,1647,1542,1.5215,1270.9145,1232.8205,6.3409,5539.3939,4878.7879,9.2304,2.9906,620,-40460.4077,8652,1767.1516,662.6302,1.6412,4397,4255,-7.4669,817.6,949.5516,-13.9148,0.5781,0.2903,320.2125,2.4058,0.797,584.3475,4.3903,2.1046
gFnV4nUYSm5XD76VMowQ,,8/25/21,11:03:38,a,,,Countermovement Jump,,,1304.0721,0.174,245.7056,-0.1123,15587.7193,-27504.5952,3085,1915.0439,146.8511,3046,233.576,2734.5087,209.69,4104,314.7065,0.439,60.4683,0.114,15.7025,0.173,23.8292,0.382,0.726,68.7779,247.2136,687.652,315.9915,3.5944,-0.3802,1.3742,1.8483,2.0859,-660.9866,-4.9723,-795.6677,-5.9855,3111.4792,23.4064,43.4357,5774.0386,11.2935,1695,1351,7.191,1026.3772,888.6667,8.2846,2222,1882,5.8232,1446.8728,1287.6358,11.6488,8701.7544,6885.9649,13.3475,10.9789,530,-119580.4711,7463,1777.2642,572.2843,-13.8952,3213,4250,-30.2477,619.8415,1157.4226,-46.4594,0.5262,0.2398,216.138,1.6259,0.5174,471.514,3.547,1.8597
n22wnd9MlzKnPRlniZJ2,,8/25/21,9:16:17,aa,,,Countermovement Jump,,,788.8388,0.4539,239.9365,-0.3287,5532.2581,-5527.3396,1817,1214.7204,153.9884,1817,230.3386,1743.3214,220.9984,1949,247.072,0.439,50.057,0.186,21.2087,0.252,28.7343,0.599,0.877,78.7003,240.388,663.022,319.0883,3.0545,-0.7103,1.6898,2.9839,3.0718,-771.1759,-9.5903,-899.9506,-11.1918,2758.1037,34.2998,63.4528,5102.3513,7.2097,974,843,-0.9861,601.371,613.3495,0.4618,979,970,3.513,902.2817,841.0397,18.3673,3274.1935,2258.0645,-1.9969,6.7637,680,-18703.3415,4689,1136.6794,594.418,13.9262,2671,2018,21.1002,688.2603,448.4191,34.8501,0.683,0.5174,224.6355,2.7936,0.9787,438.3865,5.4518,2.9895
YmObv6WQQdhN4ooc2cfZ,,8/25/21,9:16:05,aa,,,Countermovement Jump,,,788.4404,0.444,237.2521,-0.3368,2211.838,-4448.7684,1498,994.8193,126.1756,1494,189.488,1661.1868,210.6927,2028,257.2166,0.44,42.5532,0.321,31.0445,0.273,26.4023,0.598,1.034,65.8951,238.2862,770.938,304.1813,3.6161,-0.5945,1.5486,2.952,3.0443,-555.3293,-6.9096,-699.159,-8.6991,2507.9463,31.2046,64.9588,5220.8126,2.8112,768,726,-3.9892,477.567,517.2523,-0.789,1006,1022,-1.1691,820.8828,840.304,21.6901,1345.7944,866.0436,-7.6785,-2.3185,1350,-10741.6793,4187,967.0993,531.0484,-13.1598,1818,2369,-18.5911,393.6526,573.4467,-31.3644,0.5783,0.4295,318.196,3.9591,0.8199,452.742,5.6331,2.9648
G4WsxKscvxr7iOUo5ClX,,8/25/21,9:15:55,aa,,,Countermovement Jump,,,786.9279,0.4209,230.5558,-0.3025,2320.6107,-4606.954,1394,1041.5076,132.3511,1389,176.5092,1663.1667,211.3493,2020,256.6944,0.372,41.4254,0.262,29.1759,0.264,29.3987,0.577,0.898,66.3993,231.3965,710.146,297.7958,3.4849,-0.5612,1.5043,2.8742,2.9634,-548.6932,-6.8401,-725.5353,-9.0447,2442.9983,30.4549,62.3522,5001.7042,-0.7919,689,700,-1.0888,515.084,526.4237,-1.6832,993,1027,0.5102,835.8258,827.3409,0.9868,1171.7557,1148.855,-2.1522,1.0057,930,-9629.4401,4170,1033.5957,529.9088,-4.7962,1985,2185,4.0468,537.7118,495.8839,7.7803,0.6425,0.4689,271.7875,3.3882,0.8277,438.3585,5.4647,2.8846
T1HyUFRahgAgGg9Bpgk2,,8/25/21,8:13:40,b,,,Countermovement Jump,,,1098.6466,0.35,293.5206,-0.3566,6080.6452,-6249.7917,2228,1703.414,155.0466,2225,202.5219,2030.4747,184.816,2289,208.3472,0.393,43.9106,0.186,20.7821,0.316,35.3073,0.524,0.895,111.9244,294.4268,955.6745,406.3512,2.6306,-0.6892,1.5485,2.6209,2.7605,-1063.0042,-9.4917,-1394.0831,-12.448,2922.9183,26.0992,49.1045,5499.3348,-0.1348,1111,1114,-0.1891,850.0968,853.3172,0.6553,1152,1137,0.4819,1020.1297,1010.3449,-2.0336,2978.4946,3102.1505,-0.3851,0.9567,1150,-22671.6246,3433,1348.947,312.4754,-5.7384,1618,1815,-9.4198,610.9391,738.0078,-17.213,0.5855,0.3912,315.174,2.8142,0.9994,640.5005,5.7191,2.629
6prYveHuVDYjrkrOQzFy,Rosie,8/25/21,8:13:06,b,,,Countermovement Jump,,,1100.2042,0.3475,292.7781,-0.4488,2588.3978,-4539.236,2037,1369.7762,124.502,2036,185.0566,1855.5219,168.6525,2145,194.9638,0.511,40.4913,0.362,28.6846,0.389,30.8241,0.526,1.262,97.1173,293.8823,1215.0525,390.9996,3.0261,-0.679,1.4913,2.6106,2.7604,-865.4897,-7.7172,-1001.2725,-8.9279,2626.7202,23.4212,46.9652,5267.2051,1.1788,1030,1006,2.0435,698.884,670.8923,-1.6317,1055,1090,3.2635,958.0386,897.4833,8.0043,1397.7901,1190.6077,4.0227,6.3185,1300,-30003.6525,3717,1321.9908,337.8464,-8.7436,1696,2021,15.3402,762.3931,559.5977,26.6151,0.4168,0.2752,494.291,4.4074,0.8659,720.7615,6.4267,2.6204
YmNDVrGXjbPDIzQCazTi,,8/25/21,8:12:50,b,,,Countermovement Jump,,,1097.3363,0.4008,313.7143,-0.3208,2088.3055,-6148.6796,1972,1249.9117,113.9042,1965,179.07,1926.1105,175.526,2142,195.2,0.94,54.0541,0.419,24.0943,0.38,21.8516,0.565,1.739,63.4954,315.0305,1253.103,378.5259,4.9615,-0.4604,1.6197,2.8046,2.9426,-549.7094,-4.9143,-644.5464,-5.7621,2938.9973,26.2741,50.4226,5640.2147,4.4275,1026,939,4.6306,653.895,596.0167,-0.1867,1069,1073,-0.3211,959.9632,966.1474,6.9714,1116.9451,971.3604,8.8565,-0.6527,1230,-108185.4979,4672,1358.0057,425.7583,-4.7517,2225,2447,-15.2053,575.7585,782.2472,-26.4112,0.3249,0.2305,522.182,4.6682,0.5676,730.921,6.5343,2.8163
RgFN2QwzcQZxfV3dI9G5,,8/25/21,7:59:07,bb,,,Countermovement Jump,,,1075.3283,0.2499,242.7901,-0.3145,5078.534,-6503.9669,2045,1620.1466,150.6653,2045,190.1745,1900.4847,176.7353,2170,201.7988,0.402,45.2703,0.191,21.509,0.295,33.2207,0.448,0.888,103.5756,243.461,867.4955,347.0366,2.3506,-0.6327,1.3182,2.2149,2.3666,-939.4357,-8.5703,-1247.8209,-11.3836,2332.9309,21.2829,40.651,4455.9774,8.8509,1113,932,5.8711,857.6335,762.5131,-1.3825,1070,1100,0.0237,950.4678,950.0169,28.6598,3267.0157,1811.5183,11.1198,0.0248,1500,-5102.7137,4281,1227.922,398.111,-9.2735,1942,2339,-3.2614,593.9373,633.9847,-6.3123,0.5045,0.2816,307.888,2.8088,0.9449,559.6075,5.1052,2.221
7XvMectCwPeeJRH2wpu0,,8/25/21,7:58:58,bb,,,Countermovement Jump,,,1073.5856,0.2469,240.7989,-0.3589,4179.3722,-5586.7248,2005,1579.5381,147.1274,2012,187.4094,1779.3216,165.7364,2077,193.4638,0.341,37.638,0.223,24.6137,0.342,37.7483,0.454,0.906,112.3615,241.4148,958.205,353.7763,2.1486,-0.694,1.2757,2.2003,2.3414,-1006.0244,-9.1927,-1276.6437,-11.6655,2147.5349,19.6233,39.2597,4296.4932,2.0875,1027,985,1.7934,803.9327,775.6054,2.9369,1069,1008,2.8449,914.9708,864.3509,12.8755,2358.7444,1820.6278,3.5484,5.531,1290,-5978.6359,4636,1268.8814,431.824,-11.0009,2063,2573,-4.19,607.8574,661.024,-8.0477,0.5011,0.2724,350.6975,3.2045,1.0267,607.5075,5.5512,2.206
tKkSGtdMPmn54yHhxMf1,,8/25/21,7:58:47,bb,,,Countermovement Jump,,,1073.99,0.2756,254.6177,-0.3485,4457.7778,-5958.7316,2076,1531.6533,142.6134,2075,193.2048,1891.099,176.0816,2155,200.6536,0.38,41.3943,0.225,24.5098,0.313,34.0959,0.481,0.918,102.4742,255.7761,933.909,358.2504,2.496,-0.6717,1.3768,2.3257,2.4752,-939.1779,-8.5786,-1168.0884,-10.6695,2428.5663,22.1829,42.6577,4670.122,-1.012,1027,1048,-2.7062,745.1022,786.5511,-1.2529,1064,1091,-2.4169,922.6965,968.4026,11.2662,2480,1977.7778,-5.249,-4.7192,1110,-6403.838,4535,1311.0162,422.2572,-25.0276,1700,2835,-9.4821,593.3523,717.664,-17.332,0.524,0.3003,343.048,3.1335,0.936,590.861,5.397,2.3363
HccTco5ohZbz5Bdy6OJd,,8/25/21,8:57:56,c,,,Countermovement Jump,,,895.3113,0.4559,272.9845,-0.4318,6181.3953,-5162.2311,2229,1521.8605,169.9812,2226,248.6286,1772.2556,197.9485,2235,249.6338,0.298,36.0775,0.215,26.0291,0.313,37.8935,0.605,0.826,134.0404,274.2484,879.2225,408.2888,2.046,-0.9932,1.733,2.9911,3.1134,-1358.9138,-14.8897,-1719.5174,-18.8409,2860.1561,31.339,62.0924,5666.8724,0.7188,1121,1105,-7.0202,707.5116,814.3488,0.9396,1128,1107,3.0401,913.0671,859.1885,11.3619,3441.8605,2739.5349,-13.1465,5.8981,1550,-4350.4581,3812,1077.7665,425.7737,39.8741,2666,1146,15.3699,621.709,456.0574,26.6551,0.7324,0.5521,325.637,3.568,1.4687,553.5855,6.0657,3.005
zHUfHJnkA9LVre95ERgn,Dylan,8/25/21,8:57:43,c,,,Countermovement Jump,,,895.8328,0.4651,275.8117,-0.4689,8132.9787,-5166.187,2423,1686.8298,188.2974,2423,270.4746,1799.2736,200.8493,2423,270.4746,0.319,39.1892,0.188,23.0958,0.307,37.715,0.613,0.814,147.9453,277.0247,866.6155,424.9699,1.8725,-1.1175,1.7809,3.0203,3.1293,-1654.7201,-18.1203,-2106.8459,-23.0714,2956.4286,32.375,62.8003,5734.8183,2.1048,1237,1186,3.5891,873.6862,813.1436,2.1874,1238,1185,1.8384,916.1759,883.0977,2.6815,4175.5319,3957.4468,6.9458,3.6119,1760,-3069.131,2997,1053.3472,334.549,-21.9887,1169,1828,15.6641,609.1722,444.175,27.0777,0.7531,0.5712,315.466,3.4546,1.6201,551.1495,6.0355,3.0336
m7gW5X1vc2se4BGfiIUA,,8/25/21,8:57:23,c,,,Countermovement Jump,,,901.6907,0.474,280.2668,-0.4242,5400,-5121.9993,2173,1452.8213,161.1219,2169,240.5481,1813.5065,201.1229,2211,245.206,0.443,44.929,0.235,23.8337,0.308,31.2373,0.615,0.986,128.8809,280.642,897.3375,409.5228,2.1775,-0.9402,1.7365,3.0492,3.1596,-1236.8056,-13.4559,-1570.0996,-17.082,2957.5583,32.1769,64.3554,5915.257,0.6916,1092,1077,0.6745,731.3106,721.5106,1.3116,1120,1091,1.5984,921.2468,892.2597,1.0244,2727.6596,2672.3404,1.3411,3.1474,1320,-3812.9972,4897,1110.9985,543.0909,16.5612,2854,2043,11.1761,617.5826,493.4159,20.1092,0.6237,0.4806,339.8765,3.6977,1.4022,557.461,6.0649,3.0533
dWlvDbsLurvTQ4hWT4yX,,8/25/21,12:46:52,cc,,,Countermovement Jump,,,791.5846,0.4724,245.6664,-0.4153,2132.6531,-3921.728,1629,970.2245,122.5674,1618,204.4001,1678.9748,212.103,1937,244.6991,0.388,36.673,0.392,37.051,0.278,26.276,0.652,1.058,69.6129,246.6541,845.0455,316.267,3.5432,-0.6231,1.7979,3.0445,3.1623,-572.1534,-7.0906,-739.5952,-9.1657,2772.5943,34.3604,61.595,4970.2027,-14.7095,690,928,-10.9542,431.9719,538.2526,-9.0346,881,1056,-6.6474,783.6835,895.2914,-16.5072,890.3061,1242.3469,-19.7294,-12.4372,860,-5421.8218,5168,1091.2814,652.8677,-23.9551,1965,3203,-28.9525,387.664,703.6174,-44.9265,0.6163,0.4465,379.1225,4.6984,0.8627,465.923,5.7741,3.0568
8rfHZU8sjma4WVrp4Tt5,,8/25/21,12:46:40,cc,,,Countermovement Jump,,,799.7097,0.4714,247.9517,-0.4011,2278.4504,-4339.6915,1740,959.5085,119.9821,1728,216.0784,1692.0108,211.5781,1949,243.7134,0.491,41.5046,0.413,34.9112,0.279,23.5841,0.643,1.183,65.5331,248.8692,866.202,314.4023,3.7976,-0.654,1.8113,3.0416,3.1592,-588.8808,-7.2238,-678.4446,-8.3224,2804.4385,34.4019,60.9591,4969.3731,-4.8611,822,906,-10.6095,428.8547,530.6538,-5.0795,925,1024,-1.8076,830.7133,861.2975,9.8831,1251.816,1026.6344,-19.186,-3.5462,1070,-5720.1417,5746,1025.9972,718.5107,0.2436,2880,2866,1.0939,518.6103,507.3869,2.1661,0.5435,0.3986,395.0135,4.8456,0.8039,471.1885,5.78,3.0529
xylqC13KghU9aisYbT6v,,8/25/21,12:46:26,cc,,,Countermovement Jump,,,800.8779,0.4572,244.4752,-0.4026,3106.25,-4455.3675,1794,1016.6031,126.9361,1785,222.8804,1714.7658,214.1108,1952,243.7325,0.509,46.357,0.32,29.1439,0.269,24.4991,0.654,1.098,68.5405,245.7252,784.381,314.2657,3.5851,-0.6609,1.7641,2.9946,3.1024,-623.0671,-7.632,-735.9842,-9.0151,2777.9454,34.0272,60.7248,4957.5043,-7.7871,823,962,-4.7606,484.1031,532.5,-5.5328,922,1030,-2.8231,833.1784,881.5874,-6.2374,1456.25,1650,-9.0622,-5.4789,890,-3537.6247,5758,1067.4584,718.961,2.7787,2959,2799,-2.3549,521.1607,546.2978,-4.5898,0.5956,0.4163,324.0205,3.9689,0.8396,460.3605,5.639,3.0099
9Ybh4UxgPDa5HjtU9wQe,,8/25/21,8:49:29,d,,,Countermovement Jump,,,1380.7528,0.2883,334.7114,-0.3777,4115.6463,-6866.3472,2593,1844.8435,133.6114,2587,187.3616,2411.6135,174.6593,2752,199.3116,0.861,58.1364,0.294,19.8515,0.326,22.0122,0.467,1.481,135.8384,336.1284,1325.272,471.9668,2.4745,-0.6619,1.462,2.3781,2.5554,-1141.0383,-8.1069,-1456.3334,-10.347,3244.4642,23.0513,43.0991,6066.1829,13.5678,1469,1118,11.4259,1027.8163,817.0272,11.8459,1539,1213,7.5695,1297.0798,1114.5337,15.3719,2374.1497,1741.4966,20.4991,14.0567,480,-20423.3923,5154,2034.9958,373.2746,7.5669,2772,2382,3.0354,1048.3833,986.6125,5.8845,0.3153,0.1946,540.399,3.8394,0.9651,784.873,5.5764,2.3881
mR574ZgRRuKmSjhHJ5Ur,,8/25/21,8:49:13,d,,,Countermovement Jump,,,1379.7237,0.2944,337.9934,-0.3879,5215.3846,-7058.5182,2737,1906.5462,138.1832,2727,197.6483,2430.7214,176.1745,2903,210.4044,0.583,50,0.26,22.2985,0.323,27.7015,0.482,1.166,136.2996,339.467,1277.386,475.7665,2.4906,-0.6649,1.5035,2.4032,2.5709,-1176.8898,-8.3678,-1548.4272,-11.0095,3336.8559,23.7254,42.8881,6031.9849,6.564,1453,1274,11.1442,1059.5077,847.0385,5.4082,1530,1373,4.0512,1264.5975,1166.1238,2.3599,2669.2308,2546.1538,20.0755,7.7799,1860,-11174.082,5020,1566.9156,363.841,-11.1952,2229,2791,-1.5582,771.25,795.6656,-3.0713,0.4134,0.2524,493.648,3.5099,0.9691,783.738,5.5725,2.4137
z0D8WY1J83Xsswt4XS5A,Max,8/25/21,8:49:00,d,,,Countermovement Jump,,,1377.3684,0.3058,343.8643,-0.4097,5158.1028,-6545.0284,2681,1956.5138,142.0472,2674,194.1383,2416.7018,175.4579,2901,210.619,0.389,39.9384,0.253,25.9754,0.332,34.0862,0.476,0.974,145.8762,345.0826,1293.9645,490.9587,2.3656,-0.6959,1.5221,2.4491,2.6135,-1262.7572,-8.9937,-1654.8739,-11.7865,3369.7839,24.0005,43.348,6086.2563,5.6096,1412,1262,5.0663,1027.8182,928.6957,7.2734,1556,1345,6.7962,1290.4729,1126.2289,10.9579,2861.6601,2296.4427,9.6526,12.7282,600,-23741.3847,6733,1888.2583,488.8307,-11.5402,2978,3755,4.1056,982.8917,905.3667,7.9084,0.4887,0.3139,492.973,3.5111,1.039,800.9915,5.7049,2.4578
JUaasNPUuvEONzF4gTDt,,8/25/21,12:15:11,dd,,,Countermovement Jump,,,897.4945,0.3764,248.6256,-0.4107,6096.9388,-5094.0662,2092,1339.9082,149.2943,2091,232.9819,1693.7229,188.7168,2092,233.0934,0.692,57.5707,0.196,16.3062,0.314,26.1231,0.554,1.202,86.1166,249.8522,791.896,335.9688,2.9013,-0.7209,1.6667,2.7176,2.843,-861.2776,-9.4141,-1031.1782,-11.2712,2575.5926,28.1523,48.2506,4414.3336,11.6212,1167,924,11.9708,750.1531,589.7551,11.6635,1168,924,5.25,891.3217,802.4013,13.6402,3464.2857,2632.6531,21.3923,9.953,480,-19291.3745,5469,1417.1417,609.3631,16.9135,3197,2272,26.7393,898.0375,519.1042,42.1745,0.4609,0.3132,261.128,2.8542,0.9413,530.768,5.8015,2.731
